web-scraper-order,web-scraper-start-url,link,href
1589876024-717,https://www.foxnews.com/category/politics/foreign-policy,China hijacks New Mexico mom's tweets for coronavirus propaganda campaign: report,https://www.foxnews.com/us/china-hijacked-new-mexico-mom-tweets-coronavirus-propaganda
1589876024-626,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo clashes with Warren on Iran deal, asks if she's 'good' with China sending tanks to Tehran",https://www.foxnews.com/politics/pompeo-warren-iran-deal-china-sending-tanks
1589876024-631,https://www.foxnews.com/category/politics/foreign-policy,China's global growth in jeopardy as Beijing blasts allies amid coronavirus crisis,https://www.foxnews.com/world/china-global-growth-in-jeopardy-beijing-blasts-allies-amid-coronavirus-crisis
1589876024-603,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo condemns 'horrific terrorist attacks' in Afghanistan, calls hospital raid that killed 13 'act of sheer evil'",https://www.foxnews.com/politics/pompeo-wants-taliban-and-afghani-government-to-work-together-to-bring-hospital-funeral-attackers-to-justice
1589876024-702,https://www.foxnews.com/category/politics/foreign-policy,Pompeo: Americans abroad should try to get home 'immediately',https://www.foxnews.com/politics/pompeo-americans-abroad-get-home-immediately
1589876024-613,https://www.foxnews.com/category/politics/foreign-policy,US continues to deny involvement in alleged Venezuela coup attempt after arrest of ex-Green Berets,https://video.foxnews.com/v/6154661539001/
1589876024-737,https://www.foxnews.com/category/politics/foreign-policy,"China recasts itself as global coronavirus response leader as US, Europe struggle",https://www.foxnews.com/world/china-coronavirus-leader-us-europe-struggles
1589876024-710,https://www.foxnews.com/category/politics/foreign-policy,Saudi nurse breaks down as he's forced to refuse son's hug after work,https://www.foxnews.com/world/saudi-nurse-breaks-down-as-hes-forced-to-refuse-sons-hug
1589876024-687,https://www.foxnews.com/category/politics/foreign-policy,Navarro: China caused tremendous damage with non-transparency on coronavirus,https://video.foxnews.com/v/6148200069001/
1589876024-649,https://www.foxnews.com/category/politics/foreign-policy,"Former CIA operative: China uses Dems as 'useful idiots' to spread propaganda, Biden 'in the tank' for Beijing",https://www.foxnews.com/media/china-dems-useful-idiots-propaganda-biden-in-tank
1589876024-767,https://www.foxnews.com/category/politics/foreign-policy,Cal Thomas: Taliban 'peace deal' fraught with danger and begs question – who will police the world?,https://www.foxnews.com/opinion/taliban-peace-deal-danger-cal-thomas
1589876024-726,https://www.foxnews.com/category/politics/foreign-policy,China uses American media to push coronavirus propaganda as war of words continues,https://www.foxnews.com/world/china-coronavirus-america-media-propaganda-war
1589876024-716,https://www.foxnews.com/category/politics/foreign-policy,Pompeo calls for united 'message' after reportedly pushing G-7 members to call it 'Wuhan virus',https://www.foxnews.com/politics/pompeo-united-message-pushing-g-7-call-it-wuhan-virus
1589876024-723,https://www.foxnews.com/category/politics/foreign-policy,"Taiwan accuses WHO of cozying up to China, not listening to coronavirus warnings",https://www.foxnews.com/world/taiwan-who-china-coronavirus-warnings
1589876024-771,https://www.foxnews.com/category/politics/foreign-policy,Israel to vote in parliamentary election,https://video.foxnews.com/v/6137475710001/
1589876024-689,https://www.foxnews.com/category/politics/foreign-policy,Trump weighs freezing funding to WHO over accusations of pro-China bias,https://video.foxnews.com/v/6148061669001/
1589876024-695,https://www.foxnews.com/category/politics/foreign-policy,Biden calls for Iran sanctions relief during coronavirus pandemic,https://www.foxnews.com/politics/biden-iran-sanction-relief-coronavirus
1589876024-681,https://www.foxnews.com/category/politics/foreign-policy,"US sounded alarm on Wuhan lab studying coronavirus two years ago, report says",https://video.foxnews.com/v/6149336520001/
1589876024-704,https://www.foxnews.com/category/politics/foreign-policy,State Department employee dies of coronavirus,https://www.foxnews.com/politics/state-department-employee-dies-of-coronavi
1589876024-632,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo says US mission in North Korea 'remains the same' regardless of leadership, amid conflicting reports on Kim Jong Un",https://www.foxnews.com/politics/pompeo-says-us-mission-in-north-korea-remains-the-same-regardless-of-leadership-amid-conflicting-reports-of-kim-jong-uns-health
1589876024-701,https://www.foxnews.com/category/politics/foreign-policy,State Department ramps up efforts to repatriate thousands of Americans stranded due to coronavirus measures,https://www.foxnews.com/us/state-department-repatriate-americans-stranded-abroad-coronavirus-travel-restrictions
1589876024-593,https://www.foxnews.com/category/politics/foreign-policy,"Gen. Jack Keane accuses China of 'criminal behavior,' says Xi 'doesn't care about loss of life' from pandemic",https://www.foxnews.com/media/gen-jack-keane-china-criminal-behavior-coronavirus
1589876024-596,https://www.foxnews.com/category/politics/foreign-policy,US accuses China of targeting COVID-19 research,https://video.foxnews.com/v/6157026868001/
1589876024-758,https://www.foxnews.com/category/politics/foreign-policy,Former Ambassador Jon Huntsman Jr. says Russia 'shaking in their boots' as oil prices tank,https://www.foxnews.com/media/jon-huntsman-jr-oil-plunge-russia-shaking-in-their-boots
1589876024-615,https://www.foxnews.com/category/politics/foreign-policy,Cruz slams 'complicit' Hollywood for bowing to China censors: 'What are we saying to the world?',https://www.foxnews.com/media/cruz-slams-hollywood-bowing-to-china-censorship
1589876024-745,https://www.foxnews.com/category/politics/foreign-policy,North Korea claims it has conquered coronavirus – but does anyone believe them?,https://www.foxnews.com/world/north-korea-conquered-coronavirus-lying
1589876024-673,https://www.foxnews.com/category/politics/foreign-policy,Pompeo rips China in response to Wuhan lab report: Beijing 'needs to come clean and needs to be accountable',https://www.foxnews.com/media/pompeo-rips-china-come-clean-accountable
1589876024-595,https://www.foxnews.com/category/politics/foreign-policy,Navarro: There isn't a more dangerous company to US economic future than Huawei,https://video.foxnews.com/v/6157037723001/
1589876024-619,https://www.foxnews.com/category/politics/foreign-policy,"China's Xian H-20 stealth bomber completes nuclear triad, could make debut this year",https://www.foxnews.com/world/chinas-xian-h-20-stealth-bomber-completes-nuclear-triad-could-make-debut-this-year
1589876024-711,https://www.foxnews.com/category/politics/foreign-policy,"Iranians voice fears as country's death toll exceeds 2,000",https://www.foxnews.com/world/iranians-in-the-us-and-abroad-voice-fears-as-death-toll-exceeds-2000
1589876024-772,https://www.foxnews.com/category/politics/foreign-policy,"Iran nearly triples stockpile of enriched uranium, UN agency says",https://www.foxnews.com/world/iran-nearly-triples-stockpile-of-enriched-uranium-un-agency-says
1589876024-775,https://www.foxnews.com/category/politics/foreign-policy,Hillary Clinton goes after Bernie Sanders again: His campaign is 'just baloney',https://www.foxnews.com/media/hillary-clinton-bernie-sanders-baloney-good-morning-america-interview-docuseries
1589876024-730,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo accuses China, Russia and Iran of spreading coronavirus disinformation",https://www.foxnews.com/politics/pompeo-trump-china-coronavirus
1589876024-741,https://www.foxnews.com/category/politics/foreign-policy,US to suspend refugee admissions for 3 weeks due to coronavirus,https://www.foxnews.com/politics/coronavirus-leads-us-to-suspend-refugee-admissions-for-3-weeks
1589876024-601,https://www.foxnews.com/category/politics/foreign-policy,Pompeo discusses West Bank annexation with Israel's Netanyahu: 'There remains work yet to do',https://www.foxnews.com/politics/pompeo-west-bank-annexation-israel-netanyahu
1589876024-604,https://www.foxnews.com/category/politics/foreign-policy,"Siege on Afghan hospital maternity ward leaves more than a dozen, including babies, dead",https://www.foxnews.com/world/afghanistan-gunmen-hospital-maternity-clinic-doctors-without-borders
1589876024-770,https://www.foxnews.com/category/politics/foreign-policy,"'Hero' doctor Shakil Afridi who helped find bin Laden launches hunger strike behind bars after 'losing hope for justice,' lawyer says",https://www.foxnews.com/world/hero-doctor-shakil-afridi-hunger-strike-behind-bars
1589876024-700,https://www.foxnews.com/category/politics/foreign-policy,"Trump says Iran, proxies planning 'sneak attack' against Iraq",https://video.foxnews.com/v/6146380284001/
