web-scraper-order,web-scraper-start-url,link,href
1589875873-449,https://www.foxnews.com/politics,Trump fires back at Obama for criticizing administration's coronavirus response,https://video.foxnews.com/v/6157503497001/
1589875873-428,https://www.foxnews.com/politics,Marco Rubio chosen to replace Richard Burr as acting Senate Intelligence Committee chairman,https://www.foxnews.com/politics/marco-rubio-acting-senate-intelligence-committee-chairman-richard-burr
1589875873-409,https://www.foxnews.com/politics,Trump reveals he's taking hydroxychloroquine in effort to prevent coronavirus symptoms,https://www.foxnews.com/politics/trump-reveals-taking-hydroxychloroquine-coronavirus
1589875873-508,https://www.foxnews.com/politics,Dem-imposed coronavirus orders face lawsuits across the nation,https://www.foxnews.com/politics/dem-imposed-pandemic-orders-face-lawsuits-across-the-nation
1589875873-414,https://www.foxnews.com/politics,"Attorney General William Barr does not expect criminal probe of Obama, Biden",https://video.foxnews.com/v/6157556244001/
1589875873-543,https://www.foxnews.com/politics,Coming Up on 'Fox News Sunday': May 17,https://video.foxnews.com/v/6157145046001/
1589875873-417,https://www.foxnews.com/politics,"McConnell in new ad hits opponent Amy McGrath for supporting Trump impeachment, calls her ‘extreme’",https://www.foxnews.com/politics/mcconnell-ad-opponent-amy-mcgrath-calls-her-extreme
1589875873-418,https://www.foxnews.com/politics,Marianne Williamson backs Nancy Pelosi's 'perfect' primary challenger,https://www.foxnews.com/politics/williamson-backs-perfect-challenger-to-pelosi-in-november-election
1589875873-546,https://www.foxnews.com/politics,States' staggered reopening timelines spark debate,https://video.foxnews.com/v/6157143317001/
1589875873-467,https://www.foxnews.com/politics,Oversight commission finds coronavirus relief funds have not yet been distributed to airlines,https://www.foxnews.com/politics/coronavirus-congressional-oversight-commission-finds-funds-to-airlines
1589875873-529,https://www.foxnews.com/politics,Death of MeToo? 95 celebs who smeared Kavanaugh are silent on Biden,https://video.foxnews.com/v/6157185043001/
1589875873-532,https://www.foxnews.com/politics,"Trump fires Steve Linick, Obama appointee who briefed Congress on Biden-Ukraine ties",https://www.foxnews.com/politics/trump-fires-steve-linick-obama-appointee-who-briefed-congress-on-biden-ukraine-ties
1589875873-450,https://www.foxnews.com/politics,"Colorado’s governor announces free coronavirus testing, including for asymptomatic residents",https://www.foxnews.com/politics/colorados-governor-jared-polis-announces-free-coronavirus-testing
1589875873-574,https://www.foxnews.com/politics,"House Democrats pass voting by proxy, Nancy Pelosi's $3 trillion stimulus bill",https://video.foxnews.com/v/6157056671001/
1589875873-542,https://www.foxnews.com/politics,"Drug cartels at the border trying to ‘exploit’ coronavirus crisis, CBP chief says",https://www.foxnews.com/politics/drug-cartels-border-exploit-coronavirus-crisis-cbp
